ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,views,label
0,-11939.3517525,-147.696890147,781.035319554,-2078.61076916,860.313915326,-699.450140151,1043.0961357,-569.327886084,347.240160117,489.247945599,52.962058276,-84.7282706365,-21.7942565175,134.000765258,1.4843189375,82.857261634,47.9035888154,22.4345122475,-0.0937752922,1.672635222,-4.5546193449,10.7549122713,0.2895573554,-0.6986697134,-7.610196171,6.0638776484,0.7063092448,-1.8208391473,0.9595464695,-2.1577810716,3.6569867098,-4.3598685984,0.7553061637,-0.5022374126,-0.8608923924,-0.6536742046,0.1907297129,-0.1500977385,-0.0313627078,1.2104840419,2.276391367,1.250039275,1.2621017962,0.7817651999,-0.6893722786,0.3752004303,-0.1211843911,-0.2950158352,0.0483096655,-0.2295852776,129493,3
1,-7430.86858459,-3935.5719146,1930.95093779,423.652793759,271.760506488,-1019.70020216,-230.155797468,-531.63597773,-575.127881702,231.435341884,-157.827598605,-89.2670693153,-63.5002464176,-3.4030076932,42.5431808677,21.7264249387,26.0663453209,-31.0034061193,-26.4963372725,1.0750728338,-28.2294044523,-0.8583493369,6.5627157288,2.774450831,-6.6484551769,-4.6003333806,-5.226779186,-1.1997568581,2.4240334582,0.6842691371,4.0668084825,-4.9721142529,-1.5009536387,0.0077086544,1.1759572007,0.1253518878,-0.5815156942,-0.9078419087,0.3992276641,0.2494949725,0.7577132693,-1.054314271,0.5633101181,1.2760989042,0.2448125898,0.3582543504,-0.5524189597,-0.1063052402,-0.0374918884,0.1154590234,111507761,5
2,-12886.8705323,1812.48568367,1400.90190504,-3111.46793209,1357.12004701,-573.175965389,1144.77850201,-140.351147465,249.126378939,192.815980591,239.622887343,-122.093777847,-154.052976139,-38.5802181902,116.915595384,121.8208163,-4.468606665,20.9828940273,-6.4340909466,6.9123808288,-5.1310618621,18.0672375542,-11.3459342189,1.51851475,-7.8169517113,2.3236907025,2.0993483636,2.9524102364,-1.6613349503,-1.7532543822,-1.8309336538,0.0824927901,1.6828366478,-0.8418468302,-0.7426999445,1.0630262068,0.4972390632,-0.172698747,0.0150244227,0.2207908214,-0.2362563159,0.1698127331,0.3718188376,0.6520993652,-0.0423921369,-0.382060206,-0.2072498737,-0.0017145571,0.0048266615,-0.0336117507,13028492,5
3,-11891.3389984,2075.0309838,1348.68713109,-4513.00194961,-356.068356966,-1046.13536681,781.292860563,-15.434371562,-282.149418602,-226.416366814,357.303374753,-183.32995269,-92.3634449509,100.74623399,36.9853978776,141.374770212,5.5845759345,29.2145788294,-27.1826604426,33.1713859752,-12.1318369146,-10.3427183356,-7.691366889,5.789371115,-3.2719167751,1.0896619735,10.0411941595,6.5492886945,-2.9504539177,7.7330218923,0.3404483916,2.8925321764,-2.264838094,4.1068928591,-1.0477296989,-0.2674174254,-0.3776204826,-0.191483294,-0.2627204039,0.1645155976,-1.0137449298,-0.2741177639,-0.0339610242,-0.9409120851,-0.2192816188,0.853745739,-0.0004204949,0.8806297849,0.0120456849,-0.1357748213,294063,3
4,-11921.3086074,4016.01365296,1398.91807921,1032.58461089,4631.18756171,3930.78270952,3572.35192023,648.254692258,320.627424334,85.3579770013,477.779072165,-192.334347265,75.5947944156,112.836339711,234.361773337,124.747730371,-41.3709394597,21.9931959583,30.8985080761,51.8266541007,-11.8753296062,-1.8929628117,17.4516398915,-23.9783419929,40.5768654724,-30.4857362044,-6.2778584928,2.5113010014,2.2301236998,-4.4107166922,14.3825091318,0.6793385433,-10.15639734,3.6278432336,-0.9889653183,-1.9886126234,-3.5437916206,-3.9692578608,4.9003210852,-0.2688268916,-1.1324981342,-0.5173285007,1.1621515966,-0.2943658573,0.3788417883,-0.2913088847,-1.4502570989,0.2589364054,-0.3892977923,0.6717029796,2715515,4
5,-9052.57609121,-733.43783717,1736.38246839,-2111.14519176,143.591586341,-1578.60672956,1175.50667738,574.414292964,-85.7198629241,-382.441181014,345.343424445,-342.43022713,371.834807044,-79.84307689,-250.714930338,-41.319279383,-22.9509319324,-17.4378495739,-33.8553479871,-4.5638622034,-25.6258001522,3.9395868594,38.3809311991,6.5853645298,30.5426354881,37.5424011032,-18.747839917,-5.9575180247,-4.2752536813,4.5224873405,-0.814018799,0.5317169837,-1.2527091606,4.9309252827,-3.6698413054,0.2218014803,-1.0339143784,-2.547821569,-0.8246883876,1.2084551556,-0.3377635811,-0.1821749858,0.2767276837,-2.8235444439,0.3885518133,1.2900560197,1.3013731988,-0.4252118728,3.5187755547,2.734248098,91328466,5
6,-13788.288681,-3176.1189939,845.18965576,-2140.12621059,852.241991313,-1989.77283567,1853.49595659,-225.577615588,-597.987334246,-7.0582871344,156.55157297,-110.243912145,-38.2692892108,72.7815071718,134.135458005,43.2400641679,-39.0198123241,7.2634551478,-23.7149974247,1.4488440289,7.062366014,-14.7014579559,21.9098122051,4.0990830955,7.0780227793,-9.6602280902,3.3449085192,-1.2666150092,-8.2570357945,-4.5524865549,0.2299611255,-0.7702517913,1.3267172671,-2.3220968421,0.7946415964,0.5041319822,2.7063079239,1.0004463799,1.8216493206,-0.1397539564,0.1704412659,-1.0033452014,0.4407613223,0.5445834688,-0.0740029593,0.0461192367,0.0625222971,0.1680525576,-0.072142476,0.1813890235,477165,4
7,4579.48190984,-122.88277374,-951.510149461,-892.481806225,-842.185244697,-649.417285345,1719.75423555,-157.644927524,3.8469584028,307.151490211,141.576926337,-98.5337050667,-130.349633152,69.7439259481,94.6259671473,-0.5068297015,52.8114781848,-30.928757278,-59.9199455536,-9.1151543462,-4.0442265676,-11.2458788485,5.3002535799,-9.1833485274,6.0355346904,-11.30596967,0.3289687708,3.8077412547,-1.491136401,-4.4586106592,-1.3032779219,-1.2129159699,6.4981283763,-1.1163871883,2.3269439043,-1.4923964457,1.5628444878,1.1429914398,1.4674453041,2.0849040353,-0.2896690385,-0.1879095722,-0.7735802033,1.5334762765,0.1284103022,-1.398239853,0.1706956446,-0.1505460299,-0.2274295754,-0.0433223003,624746,4
8,9619.05116043,2050.48145158,-6145.96267588,-3438.06984661,632.390025194,-1130.32513805,2354.82182756,-110.504916701,-485.510633863,38.0960813134,322.644066469,-84.3163233014,-54.3524092956,16.6756487812,23.7817093878,-7.3994377283,-5.5326953569,46.7235897858,-44.9576797931,-15.9782348946,-11.6538891111,-13.2627200052,-2.4254648993,-25.3510100138,0.7264906682,3.0131561473,4.4655331155,8.6201574829,-8.0828830857,-1.5424620657,-0.4048044009,-2.1482879849,-0.5112037121,0.1270465926,1.322192658,-0.9331055243,0.5119237868,0.9155087111,1.1607335975,-1.1910012753,-0.1691681105,-0.2004653943,-0.0216948117,-0.1856610064,0.0074853949,0.2564158814,0.0656802032,0.0756433786,0.3098449515,0.4736296415,441772,4
9,-10455.8649012,-1363.41051872,696.660401825,-940.622554823,-91.4199211737,-1064.39289339,-518.980846236,239.740613638,-316.930018858,133.615451679,-22.8446599558,-164.678085878,81.896135446,44.453867177,56.0321428014,-46.5963437251,16.1957252068,10.0993063533,7.7588301549,-30.0953096341,5.3537410134,-2.4756328304,10.1814137318,1.1740969804,8.44636988,3.4110741399,10.1274263221,-0.1242006456,-3.4430418035,-5.2493114455,1.4125231374,2.7993395424,-1.8889298126,-0.4267814277,-0.5217066455,-2.285707843,0.8890355235,1.3897177075,1.4885909793,-0.1695972095,1.3956498809,-1.570529255,0.3911601893,0.7734885052,-0.2426070911,0.1657032484,0.2950371049,0.8672474457,0.3594540869,0.2497666461,20599,2
